,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
823,Roses,Roses,The Chainsmokers,2015-06-16,226738,74,0.713,0.0435,0.713,0.802,0.00377,0.309,-7.055,0.0561,100.001,4
824,Where I Wanna Be,Where I Wanna Be,A R I Z O N A,2016-01-15,185512,35,0.68,0.108,0.68,0.81,0.0,0.0592,-4.98,0.0979,116.974,4
825,Adore,Adore,Jasmine Thompson,2015-09-18,187466,34,0.764,0.089,0.764,0.712,1.11e-06,0.182,-5.053,0.0334,120.036,4
826,In Control (Will Sparks Remix) (feat. Muki),In Control (feat. Muki),Yvng Jalapeño,2015-11-27,277500,18,0.776,0.0275,0.776,0.936,0.169,0.0574,-2.891,0.0699,128.002,4
827,Really Don't Care,I Really Don't Care,I Don't Fly,2014-11-03,202809,30,0.781,0.0225,0.781,0.647,2.78e-06,0.0726,-3.258,0.0479,120.988,4
828,You're Never Fully Dressed Without a Smile (2014 Film Version),You're Never Fully Dressed Without a Smile (2014 Film Version),Sia,2014-10-22,190373,52,0.499,0.00333,0.499,0.963,0.0,0.111,-4.796,0.241,100.509,4
829,Gonna Love Ya,Stories,Avicii,2015-10-02,215813,0,0.715,0.146,0.715,0.681,0.0802,0.139,-6.702,0.05,99.988,4
830,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,225053,78,0.63,0.4,0.63,0.53,0.0,0.177,-7.259,0.0434,108.038,3
831,New Americana,BADLANDS (Deluxe),Halsey,2015-08-28,183808,0,0.444,0.0119,0.444,0.711,0.0,0.34,-5.106,0.0327,86.976,4
832,I Know What You Did Last Summer,Handwritten (Revisited),Shawn Mendes,2015-11-20,223826,0,0.657,0.123,0.657,0.769,0.0,0.245,-4.591,0.115,113.966,4
833,Novocaine,American Beauty/American Psycho,Fall Out Boy,2015-01-16,226866,0,0.528,0.00653,0.528,0.973,0.00118,0.356,-2.764,0.102,135.965,4
834,FOOLS,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-04,220402,0,0.299,0.209,0.299,0.69,0.0,0.156,-5.546,0.0698,88.664,4
835,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",Fifty Shades Of Grey (Original Motion Picture Soundtrack),Various Artists,2015-02-10,250973,1,0.667,0.397,0.667,0.342,0.0,0.0945,-5.93,0.0325,119.882,3
836,SummerThing!,SummerThing!,Afrojack,2015-06-21,235344,52,0.707,0.0541,0.707,0.782,0.0,0.297,-5.463,0.0613,130.036,4
837,Samsara,Dance Hits 2015,Various Artists,2015-03-16,209720,0,0.49,0.00596,0.49,0.646,0.0282,0.528,-6.782,0.0331,108.761,3
838,Here,Four Pink Walls,Alessia Cara,2015-08-26,199453,0,0.374,0.0751,0.374,0.82,0.0,0.0823,-4.055,0.102,122.841,4
839,For A Better Day,Stories,Avicii,2015-10-02,206066,63,0.639,0.0386,0.639,0.843,0.0829,0.108,-3.393,0.0334,135.002,4
840,Stay With Me,In The Lonely Hour (Deluxe Edition),Sam Smith,2014-01-01,172723,0,0.5,0.566,0.5,0.418,0.000193,0.11,-6.535,0.0377,84.899,4
841,Policeman - Radio Edit,Policeman,Eva Simons,2015-08-28,194400,0,0.643,0.0515,0.643,0.955,1.13e-06,0.328,-1.586,0.134,104.709,4
842,Get Low,Ultra Mix 7,Various Artists,2015-07-24,214933,0,0.674,0.0302,0.674,0.936,0.661,0.556,-4.477,0.0832,101.035,4
843,The Cave,Sigh No More,Mumford & Sons,2009,215626,0,0.593,0.0467,0.593,0.507,0.000101,0.0964,-9.463,0.0386,141.978,4
844,Like Real People Do,Take Me To Church,Hozier,2013-09-16,197786,0,0.568,0.885,0.568,0.163,6.43e-05,0.106,-13.368,0.0276,140.008,3
845,Cake By The Ocean,SWAAY,DNCE,2015-10-23,218440,0,0.774,0.156,0.774,0.765,0.0,0.0523,-5.503,0.0517,119.018,4
846,Faded,Faded,Alan Walker,2015-12-04,212626,0,0.589,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,0.0306,90.011,4
847,My House,My House,Flo Rida,2015-04-07,192190,77,0.688,0.0215,0.688,0.702,0.0,0.128,-4.792,0.0499,94.006,4
848,Picky,Picky,Joey Montana,2015-06-23,180639,0,0.806,0.151,0.806,0.753,0.0,0.283,-4.702,0.0681,93.267,4
849,Human,Beneath The Skin (Deluxe),Of Monsters and Men,2015-06-05,237813,0,0.528,0.00101,0.528,0.746,0.493,0.146,-5.546,0.0314,125.995,4
850,Come with Me Now,Lunatic,KONGOS,2014-01-27,211960,66,0.654,0.0311,0.654,0.726,6.35e-05,0.0618,-3.803,0.0401,103.987,4
851,Trumpets,Tattoos,Jason Derulo,2013-09-10,217306,67,0.627,0.563,0.627,0.703,0.0,0.0962,-4.884,0.236,81.897,4
852,Love Me Again,Tribute (Deluxe),John Newman,2014-01-01,239894,0,0.5,0.00485,0.5,0.891,0.000204,0.0969,-4.703,0.0433,126.024,4
853,I Bet My Life,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-02-17,192706,0,0.565,0.373,0.565,0.68,0.000519,0.48,-8.2,0.0421,108.006,4
854,Lush Life,Lush Life,Zara Larsson,2015-06-09,201122,0,0.694,0.133,0.694,0.712,0.0,0.211,-3.923,0.046,98.022,4
855,Ain't Nobody (Loves Me Better),Ain't Nobody (Loves Me Better),Felix Jaehn,2015-03-03,186146,0,0.768,0.66,0.768,0.567,0.000277,0.07,-7.046,0.0312,117.974,4
856,7 Years,7 Years,Lukas Graham,2015-10-22,237300,0,0.765,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,4
857,Anjos de Plantão,Ivo Mozart,Ivo Mozart,2013-11-18,198948,0,0.596,0.285,0.596,0.925,0.0,0.162,-4.408,0.0883,180.018,4
858,Worse Things Than Love,Just For Fun (Deluxe),Timeflies,2015-09-18,199306,0,0.698,0.118,0.698,0.819,0.0,0.0296,-3.474,0.161,95.032,4
859,Pra Você Guardei O Amor,Dres,Nando Reis,2009-01-01,343813,67,0.485,0.837,0.485,0.386,0.0,0.207,-9.189,0.0388,91.615,4
860,Broken Arrows,Stories,Avicii,2015-10-02,232760,0,0.634,0.0487,0.634,0.674,0.00116,0.102,-7.145,0.0465,115.995,4
861,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,80,0.778,0.346,0.778,0.547,0.000302,0.132,-7.273,0.0489,95.002,4
862,Fix You,X&Y,Coldplay,2005-06-07,295533,82,0.209,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,138.178,4
863,"Flashlight - From ""Pitch Perfect 2"" Soundtrack","Flashlight (From ""Pitch Perfect 2"" Soundtrack)",Jessie J,2015-04-14,208666,0,0.458,0.322,0.458,0.623,5.08e-06,0.11,-7.109,0.0505,147.635,4
864,Never Forget You,Never Forget You,Zara Larsson,2015-09-10,213427,0,0.583,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992,4
865,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,0,0.609,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,4
866,History,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,187426,73,0.655,0.0352,0.655,0.699,0.0,0.064,-4.421,0.0493,86.704,4
867,Marvin Gaye (feat. Meghan Trainor),Some Type of Love,Charlie Puth,2015-05-01,190453,66,0.795,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,4
868,Same Old Love,Revival (Deluxe),Selena Gomez,2015-10-09,229080,70,0.672,0.0223,0.672,0.593,0.0,0.214,-4.01,0.0304,98.02,4
869,Made In Roça,Made In Roça - Single,Loubet,2015-08-14,167341,7,0.624,0.219,0.624,0.95,0.0,0.35,-3.004,0.0752,161.953,4
870,Love Yourself,Love Yourself,Justin Bieber,2015-11-09,233746,0,0.762,0.849,0.762,0.376,0.0,0.205,-9.931,0.363,100.084,4
871,Não Me Leve a Mal - Ao Vivo,Não Me Leve a Mal (Ao Vivo),Breno & Caio Cesar,2015-11-13,175253,20,0.658,0.585,0.658,0.816,0.0,0.906,-4.937,0.0531,83.961,4
872,Flower,Play: The B-Sides,Moby,2004,206306,0,0.686,0.178,0.686,0.606,0.000326,0.083,-5.92,0.0262,80.568,4
873,Lay It All on Me (feat. Ed Sheeran),We the Generation,Rudimental,2015-10-02,242440,58,0.669,0.141,0.669,0.747,0.0,0.185,-7.108,0.0428,122.531,4
874,Bang,Bang,Anitta,2015-10-13,190280,57,0.896,0.18,0.896,0.847,0.019,0.0679,-4.005,0.0414,104.996,4
875,We Put Our Hands Up,Music for the Soul,POW! Turbo Music,2013-07-05,270080,6,0.689,0.145,0.689,0.722,0.0,0.179,-14.141,0.0876,146.0,4
876,Marvin Gaye - DJ Kue Remix,Marvin Gaye (DJ Kue Remix),Charlie Puth,2015-08-15,333749,0,0.787,0.0418,0.787,0.782,0.000276,0.0756,-3.947,0.0357,127.975,4
877,Take Heart,Take Heart,The Sam Willows,2015-05-20,230106,23,0.647,0.0284,0.647,0.566,0.0,0.0922,-7.238,0.058,135.088,4
878,Maria Salvador,Il bello d'esser brutti,J-AX,2015-01-27,223053,0,0.743,0.166,0.743,0.831,0.0,0.324,-2.955,0.162,97.037,4
879,Living in Stereo - Video Edit,Ready or Not,R.I.O.,2013-05-10,190484,0,0.697,0.13,0.697,0.869,0.0,0.306,-5.155,0.162,127.915,4
880,Mil Poemas,Jammil Na Real,Jammil E Uma Noites,2012-02-20,175386,27,0.74,0.675,0.74,0.547,0.0,0.467,-6.67,0.0345,149.933,4
881,Firestone,Firestone,Kygo,2015-06-24,273684,18,0.486,0.408,0.486,0.652,6.63e-05,0.077,-7.226,0.052,113.055,4
882,Runaway (U & I),Pharmacy,Galantis,2015-06-05,227073,75,0.506,0.00711,0.506,0.805,0.00193,0.0856,-4.119,0.0469,126.008,4
883,Focus,Focus,Ariana Grande,2015-10-30,211360,0,0.612,0.253,0.612,0.875,0.0,0.423,-6.032,0.351,99.882,4
884,Locked Away (feat. Adam Levine),What Dreams Are Made Of,R. City,2015-10-09,227480,77,0.509,0.304,0.509,0.671,0.0,0.0452,-5.709,0.0678,118.413,5
885,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,2015-08-27,292593,0,0.828,0.0916,0.828,0.609,1.21e-06,0.291,-4.402,0.0694,109.725,4
886,What Do You Mean?,What Do You Mean?,Justin Bieber,2015-08-28,207546,0,0.842,0.617,0.842,0.564,0.00024,0.0912,-8.042,0.105,124.984,4
887,Sorry,Sorry,Justin Bieber,2015-10-23,200786,0,0.665,0.0767,0.665,0.759,0.0,0.313,-3.694,0.0399,99.992,4
888,Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,OMI,2015-10-16,180565,78,0.782,0.166,0.782,0.685,1.18e-05,0.16,-6.237,0.0309,118.016,4
889,Can't Feel My Face,Beauty Behind The Madness,The Weeknd,2015-08-28,213520,0,0.702,0.124,0.702,0.77,0.0,0.103,-5.416,0.0482,107.951,4
890,Reality (feat. Janieck Devy) - Radio Edit,Reality (feat. Janieck Devy),Lost Frequencies,2015-05-24,158474,51,0.731,0.0206,0.731,0.639,1.29e-05,0.0789,-6.597,0.0359,122.08,4
891,Confident,Confident (Deluxe Edition),Demi Lovato,2015-01-01,205745,0,0.607,0.00155,0.607,0.747,0.000342,0.136,-6.241,0.0667,130.061,4
892,Hula Hoop,Me 4 U,OMI,2015-10-16,205474,62,0.673,0.0248,0.673,0.842,0.0,0.294,-4.666,0.039,121.986,4
893,Sugar (feat. Francesco Yates),Sugar,Robin Schulz,2015-09-25,219043,77,0.636,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,123.063,4
894,Dias Melhores,Jota Quest Quinze,Jota Quest,2011-05-03,286200,32,0.692,0.127,0.692,0.663,3.18e-05,0.116,-6.136,0.0257,106.057,4
895,Irresistible - Remix,Irresistible (Remix),Fall Out Boy,2015-10-23,252026,0,0.635,0.00225,0.635,0.829,0.0,0.557,-5.186,0.0912,82.513,4
896,La Gozadera,La Gozadera,Gente De Zona,2015-04-30,203049,0,0.617,0.178,0.617,0.989,0.0,0.238,-1.727,0.0494,95.028,4
897,Moribundo,Moribundo,Joey Montana,2014-11-04,243666,0,0.724,0.0382,0.724,0.823,0.00148,0.502,-3.822,0.0416,92.994,4
898,Jinx,SWAAY,DNCE,2015-10-23,216240,0,0.594,0.0499,0.594,0.732,0.0,0.137,-5.774,0.0364,99.912,4
899,El Perdón (with Enrique Iglesias),El Perdón (with Enrique Iglesias),Nicky Jam,2015-04-08,207013,0,0.622,0.423,0.622,0.701,0.0,0.0955,-5.452,0.0559,179.998,4
900,Aphrodisiak - Extended Edit,Ultra Music Festival 2015,Various Artists,2015-03-09,270000,0,0.663,0.00701,0.663,0.951,0.2,0.745,-3.397,0.0621,128.033,4
901,Lost You (feat. Twin Shadow & D'Angelo Lacy),Ultra Music Festival 2015,Various Artists,2015-03-09,218312,0,0.736,0.0833,0.736,0.882,0.000349,0.354,-4.285,0.0398,126.012,4
902,ID - Ultra Music Festival Anthem,Ultra Music Festival 2015,Various Artists,2015-03-09,289987,0,0.686,0.623,0.686,0.678,0.719,0.0971,-8.063,0.0425,105.005,4
903,Clap Snap,Emergency EP,Icona Pop,2015-07-17,164399,57,0.897,0.0464,0.897,0.794,0.0816,0.0482,-4.642,0.0571,130.01,4
904,Vou Desafiar Você,Vou Desafiar Você,Mc Sapao,2014-12-02,239740,53,0.644,0.358,0.644,0.898,5.28e-05,0.159,-0.109,0.289,132.028,4
905,On Top Of The World,Night Visions (Deluxe),Imagine Dragons,2012-09-04,189840,0,0.507,0.0818,0.507,0.923,4.63e-06,0.0951,-5.581,0.173,99.252,4
906,Chuis Bo,Chuis Bo,PZK Feat. Dogg SoSo,2011-05-23,211070,0,0.705,0.0244,0.705,0.853,0.0,0.149,-3.19,0.0339,127.993,4
907,Dog Days Are Over,Between Two Lungs,Florence + The Machine,2010-01-01,252818,0,0.494,0.0363,0.494,0.831,0.00345,0.119,-5.151,0.0996,150.248,4
908,Cold Coffee,5,Ed Sheeran,2014-06-23,254226,54,0.544,0.453,0.544,0.529,0.0,0.131,-6.753,0.0256,92.936,4
909,This,+,Ed Sheeran,2011-09-09,195840,53,0.588,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,4
910,The City,+,Ed Sheeran,2011-09-09,234333,2,0.74,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,4
911,Tenerife Sea,x (Deluxe Edition),Ed Sheeran,2014-06-21,241346,67,0.53,0.697,0.53,0.346,1.07e-05,0.105,-10.497,0.0376,121.876,4
912,Cê é Louco - Ao Vivo,Bruninho & Davi (Ao Vivo em Campo Grande),Bruninho & Davi,2014-05-05,194586,39,0.616,0.195,0.616,0.949,4.98e-05,0.82,-4.759,0.0476,143.009,4
913,Nasty Freestyle,Nasty Freestyle,T-Wayne,2015-05-04,142212,62,0.779,0.0577,0.779,0.472,0.0,0.114,-7.116,0.218,135.051,4
914,Give Your Heart A Break (Glee Cast Version),"Glee: The Music, Season 4 Volume 1",Glee Cast,2012-11-27,209480,51,0.645,0.846,0.645,0.439,0.0,0.108,-6.372,0.0296,118.987,4
915,The Scientist (Glee Cast Version),"Glee: The Music, Season 4 Volume 1",Glee Cast,2012-11-27,254413,54,0.506,0.482,0.506,0.481,0.0,0.2,-6.098,0.0264,148.626,4
916,Ghost Town,Ghost Town,Adam Lambert,2015-04-21,208330,47,0.703,0.186,0.703,0.736,1.92e-05,0.174,-5.709,0.046,119.955,4
917,Te ensinei certin,Hoje,LUDMILLA,2014-08-11,132539,41,0.899,0.34,0.899,0.806,0.0,0.0318,-4.882,0.12,130.095,4
918,Drag Me Down,Drag Me Down,One Direction,2015-07-31,192106,0,0.723,0.0997,0.723,0.711,0.0,0.0528,-5.576,0.0378,138.098,4
919,Hold My Hand,Hold My Hand,Jess Glynne,2015-02-24,227343,60,0.642,0.00159,0.642,0.823,0.0,0.0776,-5.717,0.0289,122.977,4
920,Golden (feat. Sia),Golden (feat. Sia),Travie McCoy,2015-06-15,215142,48,0.602,0.0142,0.602,0.739,0.0,0.371,-5.655,0.0601,82.008,4
921,GDFR (feat. Sage the Gemini & Lookas),GDFR (feat. Sage The Gemini & Lookas),Flo Rida,2014-09-29,190185,58,0.657,0.000704,0.657,0.827,0.00534,0.065,-4.036,0.0734,145.889,4
922,Wiggle (feat. Snoop Dogg),Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,193295,66,0.697,0.0802,0.697,0.621,0.0,0.162,-6.886,0.25,81.946,4
923,I Don't Mind (feat. Juicy J),I Don't Mind (feat. Juicy J),Usher,2014-11-21,251989,69,0.87,0.205,0.87,0.464,0.0,0.0902,-8.337,0.178,112.974,4
924,Thrift Shop (feat. Wanz),The Heist,Macklemore & Ryan Lewis,2012-10-10,235613,1,0.781,0.0619,0.781,0.526,0.0,0.0457,-6.985,0.293,94.992,4
925,Twerk It Like Miley,Twerk It Like Miley,Brandon Beal,2014-01-01,208480,0,0.758,0.175,0.758,0.415,0.0,0.0763,-7.576,0.377,204.015,4
926,Talk Dirty (feat. 2 Chainz),Talk Dirty (feat. 2 Chainz),Jason Derulo,2013-08-02,177685,47,0.76,0.0348,0.76,0.652,0.0,0.307,-7.321,0.232,100.315,4
927,Coming Home,Last Train To Paris (Deluxe),Diddy - Dirty Money,2010-01-01,238760,0,0.353,0.164,0.353,0.815,0.0,0.217,-1.844,0.212,167.971,4
928,Beautiful,Freedom (Int'l Version),Akon,2008-01-01,312986,0,0.742,0.123,0.742,0.948,0.0,0.112,-4.445,0.0894,130.022,4
929,Classic Man (feat. Roman GianArthur),Classic Man (feat. Roman GianArthur),Jidenna,2015-02-03,226000,59,0.79,0.185,0.79,0.585,0.0,0.292,-6.058,0.0348,94.072,4
930,Wet Dreamz,2014 Forest Hills Drive,J. Cole,2014-12-09,239320,42,0.517,0.0751,0.517,0.705,0.0,0.128,-8.205,0.364,175.906,4
931,All Hands on Deck,Aquarius,Tinashe,2014-10-01,221040,52,0.798,0.386,0.798,0.532,4.31e-05,0.196,-4.329,0.0489,96.992,4
932,In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,193466,82,0.899,0.255,0.899,0.713,0.0,0.0708,-2.752,0.366,90.051,4
933,Flicka Da Wrist,Flicka Da Wrist,Chedda Da Connect,2015-03-03,221667,0,0.949,0.043,0.949,0.387,1.51e-06,0.0578,-8.798,0.352,125.047,4
934,Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,199938,70,0.912,0.0904,0.912,0.716,0.0,0.0491,-4.141,0.0697,94.981,4
935,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242946,80,0.703,0.559,0.703,0.444,0.0,0.0973,-9.331,0.0417,150.96,4
936,Wasted,Wasted,Tiësto,2014-04-22,188371,0,0.645,0.00106,0.645,0.832,0.00264,0.199,-5.595,0.0294,112.028,4
937,Show Me - Radio Edit,Show Me,Tiësto,2015-07-06,175350,0,0.646,6.1e-05,0.646,0.961,0.946,0.34,-4.049,0.164,128.012,4
938,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",My House,Flo Rida,2015-04-07,224258,68,0.854,0.0242,0.854,0.766,0.0,0.0793,-4.697,0.141,118.004,4
939,Sugar,V (Deluxe),Maroon 5,2015-05-18,235493,61,0.748,0.0591,0.748,0.788,0.0,0.0863,-7.055,0.0334,120.076,4
940,Cool for the Summer,Cool for the Summer,Demi Lovato,2015-07-01,214746,0,0.584,0.00434,0.584,0.611,0.000126,0.135,-5.637,0.0379,114.071,4
941,Bang Bang,Sweet Talker (Deluxe Version),Jessie J,2014-10-10,199386,0,0.711,0.259,0.711,0.774,0.0,0.371,-3.391,0.0922,150.032,4
942,You Know You Like It,You Know You Like It,DJ Snake,2014-10-14,247266,0,0.407,0.0141,0.407,0.725,2.46e-06,0.306,-5.346,0.188,196.093,4
943,I Really Like You,I Really Like You,Carly Rae Jepsen,2015-03-02,205066,0,0.62,0.00557,0.62,0.828,0.000102,0.156,-4.685,0.0413,122.042,4
944,How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,212640,76,0.738,0.0392,0.738,0.868,0.00169,0.388,-4.373,0.0731,122.003,4
945,Maps,V (Deluxe),Maroon 5,2015-05-18,189960,59,0.742,0.0205,0.742,0.713,0.0,0.059,-5.522,0.0303,120.032,4
946,Cheerleader (Felix Jaehn Remix) - Radio Edit,Cheerleader (Felix Jaehn Remix Radio Edit),OMI,2014-12-02,180021,58,0.827,0.184,0.827,0.576,0.029,0.0656,-7.774,0.0372,118.04,4
947,Lolly,Lolly,Maejor,2013-01-01,225506,0,0.661,0.0383,0.661,0.88,0.0,0.782,-2.978,0.296,152.221,4
948,Watch Me (Whip / Nae Nae),Watch Me (Whip / Nae Nae),Silentó,2015-05-04,185131,0,0.819,0.234,0.819,0.768,0.0,0.334,-8.522,0.134,139.982,4
949,Fama de Pegador - Ao Vivo,Pedro Paulo & Alex (Ao Vivo) [Sucesso nas Repúblicas],Pedro Paulo & Alex,2014-03-25,192120,0,0.665,0.256,0.665,0.933,0.0,0.487,-3.736,0.121,153.083,4
950,A LIGHT THAT NEVER COMES,RECHARGED,Linkin Park,2013-10-25,229439,61,0.687,0.00225,0.687,0.871,0.00708,0.134,-5.531,0.0689,115.0,4
951,Uptown Funk (feat. Bruno Mars),Uptown Funk (feat. Bruno Mars),Mark Ronson,2014-11-24,270626,24,0.853,0.00966,0.853,0.681,5.71e-05,0.0233,-5.003,0.0888,114.989,4
952,Hunger,Hunger,Of Monsters and Men,2015-05-26,289840,0,0.545,0.00174,0.545,0.715,0.0878,0.0847,-6.936,0.0528,125.313,4
953,Maps,V,Maroon 5,2015-05-15,189959,0,0.742,0.0205,0.742,0.713,0.0,0.0591,-5.522,0.0303,120.032,4
954,Animals,V,Maroon 5,2015-05-15,231012,0,0.279,0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,4
955,Unkiss Me,V,Maroon 5,2015-05-15,238199,0,0.532,0.00784,0.532,0.599,0.0,0.14,-6.543,0.0333,130.019,4
956,Leaving California,V,Maroon 5,2015-05-15,203452,0,0.501,0.284,0.501,0.704,0.0,0.155,-5.64,0.0326,97.039,4
957,In Your Pocket,V,Maroon 5,2015-05-15,219492,0,0.618,0.032,0.618,0.837,0.0,0.0475,-6.142,0.0515,126.082,4
958,Coming Back For You,V,Maroon 5,2015-05-15,226959,0,0.644,0.0121,0.644,0.866,0.0,0.0719,-5.687,0.0341,114.927,4
959,Feelings,V,Maroon 5,2015-05-15,194772,0,0.693,0.00365,0.693,0.727,0.0,0.0576,-5.364,0.0749,121.937,4
960,This Summer,V,Maroon 5,2015-05-15,224399,0,0.54,0.000248,0.54,0.766,0.0,0.641,-5.148,0.07,98.932,4
961,Previsão do Tempo,Previsão do Tempo,Fernando & Sorocaba,2015-04-07,198824,0,0.577,0.582,0.577,0.774,0.0,0.722,-6.11,0.0589,153.969,4
962,Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,82,0.578,0.00701,0.578,0.866,0.0,0.257,-3.804,0.0619,128.038,4
963,Time of Our Lives,Globalization,Pitbull,2014-11-21,229360,81,0.721,0.0921,0.721,0.802,0.0,0.694,-5.797,0.0583,124.022,4
964,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,82,0.856,0.00801,0.856,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4
965,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Love Me Like You Do (From ""Fifty Shades Of Grey"")",Ellie Goulding,2015-01-07,252538,0,0.258,0.281,0.258,0.631,0.0,0.127,-6.617,0.0541,189.583,4
966,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,Jack Ü,2015-02-24,250285,74,0.432,0.041,0.432,0.781,4.21e-06,0.0789,-4.038,0.0567,139.432,4
967,GDFR (feat. Sage the Gemini & Lookas),My House,Flo Rida,2015-04-07,190185,71,0.657,0.000704,0.657,0.827,0.00534,0.065,-4.036,0.0734,145.889,4
968,Heroes (we could be),Forever,Alesso,2015-05-22,210012,0,0.5,0.0362,0.5,0.726,0.0,0.441,-4.124,0.0643,125.904,4
969,Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,80,0.773,0.0422,0.773,0.758,0.0,0.305,-4.993,0.0381,144.033,4
970,The Nights,The Days / Nights,Avicii,2014-12-01,176658,0,0.529,0.0178,0.529,0.854,0.0,0.242,-5.29,0.0436,125.984,4
971,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",Listen,David Guetta,2014-11-21,192560,76,0.596,0.24,0.596,0.73,0.0,0.325,-4.091,0.151,85.979,4
972,Take Me To Church,Hozier (Deluxe),Hozier,2014-05-20,241688,0,0.566,0.634,0.566,0.664,0.0,0.116,-5.303,0.0464,128.945,4
973,Prayer in C - Robin Schulz Radio Edit,Prayer,Robin Schulz,2014-09-16,189399,66,0.76,0.0219,0.76,0.886,7.43e-06,0.623,-5.356,0.0258,123.002,4
974,Stole the Show,Stole the Show,Kygo,2015-03-23,222801,14,0.679,0.155,0.679,0.662,0.0,0.152,-6.069,0.174,99.879,4
975,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,82,0.781,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,4
976,Outside (feat. Ellie Goulding),Motion,Calvin Harris,2014-10-31,227266,78,0.646,0.213,0.646,0.823,0.0,0.322,-4.123,0.0394,128.035,4
977,A Sky Full of Stars,Ghost Stories,Coldplay,2014-05-19,267866,81,0.545,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,4
978,All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,269560,85,0.422,0.922,0.422,0.264,0.0,0.132,-7.064,0.0322,119.93,4
979,Worth It (feat. Kid Ink),Reflection (Deluxe),Fifth Harmony,2015-01-30,224573,74,0.884,0.063,0.884,0.765,7.04e-06,0.118,-3.865,0.0882,99.987,4
